SampleLogFunc,SampleVariable1,SampleVariable2,SampleVariable3,SampleVariable4
-4.3204885,-9.1126889,16.556434,19.532595,-1.2195198
-5.4986140,-11.513065,14.835352,22.184752,1.2421662
-5.7427046,-10.097605,12.910740,18.113709,-.50309622
-4.4206792,-9.8529543,15.998325,19.336034,-1.0449221
-3.4709626,-9.9007941,16.023691,20.631231,.22939664
-3.4709626,-9.9007941,16.023691,20.631231,.22939664
-3.4709626,-9.9007941,16.023691,20.631231,.22939664
-5.7825271,-8.9239610,13.494247,18.169027,-.41588701E-01
-5.2883033,-8.8847967,15.025096,20.943523,2.0252815
-4.0685733,-9.7286028,14.667552,20.915869,1.6994739
-7.0261894,-8.3819428,16.460903,18.783630,-.50669053
-3.6093723,-9.2438400,15.894165,19.217551,-.95616428
-5.0357992,-8.0070357,15.647329,19.841889,.95314176
-8.7349450,-8.9337564,15.579544,21.026807,2.6646895
-7.6503807,-10.830561,13.911181,19.629226,1.2686021
-3.9926381,-9.7355616,14.121077,19.411756,.84470655
-4.4712433,-9.8963357,15.830421,19.443494,-1.7841804
-4.0904412,-9.9283731,15.869181,19.960133,-.10170343
-5.5561148,-11.279358,15.800213,20.134076,-1.0866836
-5.7299825,-11.182041,15.935080,21.949311,-.42315250E-01
-6.2109902,-10.744662,16.562395,22.462198,.90963930
-2.9138778,-9.5444461,15.809381,20.245454,-.16977070
-6.1801359,-8.8676924,14.989886,20.469710,.40142301
-2.8523177,-9.3371765,15.277661,19.722167,.93796483E-01
-5.5208170,-9.7563506,15.135061,17.957269,-2.1161041
-4.6521765,-9.6807988,15.289350,20.101194,-.81522845
-4.6980992,-11.943994,14.483359,21.166524,.17608630
-3.9855263,-11.366686,13.783794,19.919708,.29113460
-4.7707616,-10.788741,16.034751,20.058921,-1.4494106
-4.6523688,-8.3662995,14.850478,19.102085,-.22097650E-01
-3.9170413,-8.8791507,15.379463,18.631878,-.88781110
-3.5333190,-8.6834064,15.338872,19.734376,.40019290
-4.0000228,-9.0537331,16.532408,20.308608,.83858143E-02
-5.5033273,-9.7289777,15.264654,19.008943,-2.0125784
-4.1416662,-10.768577,13.464448,20.080523,1.1145528
-4.5106152,-11.026972,13.761119,19.277036,-1.0019695
-5.4098137,-8.8823646,15.130365,18.425968,-1.7333751
-5.2107644,-8.9311434,17.184096,20.609082,-.10482542
-6.6448774,-8.5379843,15.933734,19.652926,-1.2259936
-5.2557524,-11.201248,14.498568,20.854398,1.3424307
-3.5132596,-11.083879,14.599159,20.598356,.57473712
-3.5132596,-11.083879,14.599159,20.598356,.57473712
-3.8629899,-10.581777,13.683877,20.331615,1.1511918
-5.3658068,-10.477498,13.038371,18.186963,-.51975484
-5.5212451,-10.534095,16.275608,20.914808,.28786528
-3.8008083,-10.455302,14.476872,18.814553,-1.3191005
-3.3456083,-9.7185772,14.125472,19.053527,.41547227E-01
-6.0804449,-9.2020784,14.335152,20.709001,1.2579993
-6.1112705,-8.7693538,16.064013,19.936272,.93147110
-5.5876566,-11.080243,16.199943,20.415933,-1.0515470
-3.3808871,-8.8820651,15.334731,19.950476,.60439244
-5.1755925,-9.0735072,15.707816,19.712254,-1.1740108
-5.0875256,-9.2719781,15.356714,20.187430,-.52775523
-3.8187634,-8.8351875,16.427160,20.043918,-.48173519
-3.1552109,-9.3558680,15.719311,19.869574,-.60306450
-3.1552109,-9.3558680,15.719311,19.869574,-.60306450
-3.1552109,-9.3558680,15.719311,19.869574,-.60306450
-3.9899761,-11.209138,13.550737,19.531034,-.32504892
-6.3295945,-9.9004783,14.436280,21.783438,2.2061781
-4.1404414,-9.6641809,14.571155,18.738655,-.18333162
-4.4470352,-9.9516018,13.500081,19.871918,1.2745570
-3.2963159,-10.330611,15.077673,20.692035,.87877779
-4.5008063,-10.312288,16.402947,21.287328,-.36526161
-4.5264899,-10.231630,14.738472,21.331035,.97957558
-3.3121001,-10.029187,14.845241,19.052605,-1.1448094
-2.9929605,-9.7938102,14.951302,20.381633,.30551856
-3.3840325,-9.0409412,15.566279,20.376634,.40076358
-7.3254056,-9.6999840,14.523415,18.184091,-.20492037
-8.1305687,-7.6888917,15.759564,20.667466,.98602077
-3.1007799,-9.9505639,15.392846,20.874628,.82931212
-6.4571504,-11.104887,13.521547,19.301919,-1.2801420
-6.5940292,-9.6950283,16.035361,22.176387,.97354192
-3.7260814,-9.9258137,15.968938,21.342449,.50213836
-4.4282323,-9.4488303,15.510719,19.575807,-1.2811784
-4.9289404,-8.3496338,15.206337,20.176105,.92033784
-2.9479980,-9.2429569,15.281349,19.577080,.15284529E-01
-4.6047286,-9.1929422,16.320712,20.770507,.90005937
-8.0669275,-8.4082060,13.220643,18.825301,1.3004915
-3.8839793,-11.088765,15.505436,21.047135,.11857213
-4.4362312,-10.887527,14.317963,19.041040,-.57600581
-5.3142877,-10.968524,13.731146,18.403586,-.94169511
-3.2508873,-10.920525,14.968793,20.071372,-.40126987
-4.3502598,-11.572508,13.981837,21.084449,.78647772
-7.8859991,-9.7008171,16.140538,22.676801,1.4539703
-3.8212996,-9.4442593,15.245294,19.485000,-1.0033391
-4.3149892,-9.0445603,15.009690,18.336352,-.81778756
-3.7280379,-9.1396939,15.742755,20.568414,.98773119
-2.6607874,-10.160064,14.732737,20.048660,.30392849
-5.8440202,-10.829727,14.949536,19.946908,.46030184
-3.9198903,-11.158118,14.342299,21.169260,1.1529885
-3.7672619,-10.555546,13.873921,20.473611,.83760320
-5.4342205,-10.349547,14.270465,17.942994,-1.9608716
-4.4337016,-8.4136526,15.229213,18.870941,.88212933E-01
-5.7894840,-10.079897,13.102718,19.909199,.99115782
-6.3271561,-11.097674,12.742485,20.606609,1.5830368
-3.2615538,-9.7627945,15.347369,20.572417,.89996512
-4.3399011,-9.5166795,15.893973,20.404443,-.71771033
-5.8140732,-11.151688,16.380486,21.498336,.42104257E-02
-3.4961543,-10.400844,13.935600,18.961673,-.58147488
-5.0907509,-11.418787,15.900106,21.052715,-.62950949
-3.5070854,-10.765293,14.276667,19.489220,-.92764361E-01
-3.4703007,-10.704714,15.360373,20.280455,-.83595714
-3.3510300,-10.736392,14.686257,19.509837,-.99166570
-2.7144469,-10.257359,14.808016,20.412596,.36559637
-2.7144469,-10.257359,14.808016,20.412596,.36559637
-3.4431998,-10.212076,15.897186,21.096510,.42198577
-5.2894553,-10.099360,16.119764,21.048600,.95626634
-4.8346779,-9.7669871,15.994778,19.196974,-.99788129
-6.0158141,-10.422825,16.831719,21.818155,.58073560
-4.7298694,-9.7480428,14.380269,20.688305,.84541520
-5.3206387,-10.097083,13.871788,21.016383,1.6815216
-4.9992725,-9.5989156,14.853094,21.231132,2.1649943
-3.1454418,-10.973327,14.724512,20.256827,-.34907108
-4.3189334,-10.078820,15.442332,21.526181,1.6210647
-4.3690540,-11.008078,14.973679,20.610206,.66175271
-4.1481890,-10.824634,14.124170,18.812728,-1.2795742
-7.0070802,-11.925022,14.291883,18.857639,-1.6983844
-5.9222783,-11.264216,13.796857,21.752433,2.1808604
-4.6042941,-11.878506,13.939576,21.009215,.58499902
-3.9245798,-10.803966,14.740662,19.900532,-1.0513783
-4.6024685,-9.2642658,13.874478,19.729005,1.2487755
-3.5446689,-8.7353902,15.592376,19.284687,-.56278149
-4.2284843,-8.9890008,15.799727,20.225475,.90604173
-5.4983328,-9.1744426,16.313544,19.143662,-.75242773
-4.1287326,-9.3793957,15.534336,19.004493,-1.5810141
-6.4214115,-9.1272278,15.721083,20.984978,.25064218E-01
-4.7806033,-9.7873884,13.311604,19.331325,1.0326507
-4.3466493,-10.307425,15.068651,20.182008,.75488222
-3.6843372,-9.5116138,13.989687,18.972651,.19822587E-02
-3.4386546,-9.7149353,14.026958,19.619198,.63013669
-3.6619327,-9.4861047,14.744797,20.133050,.21615055
-3.7147490,-10.700570,15.369336,21.334163,.34132948
-4.7345953,-10.985797,14.662749,19.584816,-1.5446822
-3.4053755,-9.9466725,15.203063,19.165408,-1.2910615
-3.4053755,-9.9466725,15.203063,19.165408,-1.2910615
-6.3502844,-12.701357,13.896046,20.815058,.13832632
-4.2863245,-10.919873,13.568662,20.564048,.92301398
-6.3818011,-10.525790,13.904873,19.781292,-.82778295
-3.3002444,-9.0094401,16.022703,19.949344,-.32998262
-4.1601764,-10.582759,13.551792,19.027504,-.61007382
-2.9170738,-9.9330647,14.430104,19.790570,.50618304
-2.9407412,-9.6802055,14.713304,19.177079,-.51652762
-3.8834222,-10.848392,15.273496,21.574426,.85635853
-4.1090918,-10.799799,13.364813,19.021207,-.21737099
-3.9193630,-10.462799,15.010394,19.293829,-.60999265
-3.1116493,-9.3665961,14.595900,19.188714,-.51892695E-01
-7.5259658,-9.6267062,12.455863,18.975246,1.4051491
-4.2245125,-9.8504890,14.465819,18.664917,-.31867165
-3.2806175,-9.3637657,15.656644,20.531529,.75762451
-3.7272443,-10.291605,13.862924,19.567130,-.16062653
-3.9991893,-9.6679141,16.059743,21.430509,.69925605
-3.0720715,-10.191846,15.296759,19.678381,-.47889245
-3.3819803,-10.421730,15.199677,20.521542,.59070731
-4.6738368,-10.693835,15.423398,22.043224,1.3190584
-3.2291166,-9.2618209,15.167934,20.253829,.40118844
-3.2291166,-9.2618209,15.167934,20.253829,.40118844
-4.4043446,-8.8325580,16.028839,20.565290,.19606689E-01
-3.5733268,-9.7477664,14.576909,19.429093,-.63536428
-3.2055296,-9.7437228,14.401565,19.618622,-.69606637E-01
-6.1143944,-8.6797132,14.739613,17.786809,-1.8007241
-4.8925761,-8.1456405,16.338424,20.448693,.78843789
-4.6887122,-8.2481205,15.378514,18.506339,-.85171586
-6.2186307,-11.644389,14.648791,19.963163,-1.7326981
-3.7161111,-9.9032073,13.972134,18.671685,-.34808088
-3.7395534,-8.9194103,15.248978,20.038128,.18819277
-7.7864666,-10.725843,16.569746,22.258004,-.30400301
-4.1649253,-10.181860,14.163547,18.485378,-1.3358674
-4.7988113,-11.851144,14.289185,19.815655,-.98536247
-4.8409517,-9.6711005,14.029021,19.775931,1.5063842
-6.2832656,-11.029209,13.000371,20.954160,2.1198848
-6.1456618,-11.208820,15.401339,22.060006,1.7202461
-7.3513487,-7.3951431,17.158175,19.748727,-.81849191
-7.2876534,-7.2305839,15.470486,19.460542,1.1774127
-6.0739494,-8.0034763,17.370171,20.524768,-.21144069
-6.0184248,-8.1237114,14.575276,18.463408,-.48101756
-3.1099290,-10.495384,15.269381,20.589986,-.25773014
-3.1099290,-10.495384,15.269381,20.589986,-.25773014
-4.5215059,-9.6012690,15.169170,18.612101,-.79936264
-3.8987577,-8.9881991,15.173704,20.553012,1.2080371
-4.4556291,-11.254991,13.584035,19.095967,-.89573071
-2.8849245,-10.231992,14.239994,19.631178,.16451762
-4.1528087,-8.7270779,15.941523,19.054784,-.57545702
-5.8153444,-9.6713278,13.509225,19.551704,1.7077290
-7.8940937,-7.9277044,16.834518,18.925235,-2.1238184
-4.9352560,-8.6452950,14.803610,18.987441,-.61724590
-4.2092810,-9.1587531,16.319141,20.130593,-.91381665
-6.8128688,-9.6670677,15.807071,18.838099,-2.6521770
-3.0291293,-10.478268,14.433562,19.759535,-.42911893
-5.7633452,-11.128456,14.955225,19.474273,-.51417998
-3.6729825,-8.9140286,14.942455,19.655294,.98849818E-01
-3.8068426,-10.559291,13.560679,19.056412,-.62448127E-01
-2.7986691,-10.230254,14.927479,20.438348,.14911457
-4.8363872,-9.8539041,16.162648,21.899790,1.3978363
-4.4084950,-10.223775,14.299757,18.375770,-1.5785405
-3.5822644,-11.163045,14.578859,21.069182,.62773300
-4.5932286,-9.8124097,14.777456,20.294413,-.21892141
-4.1159620,-11.543016,14.629864,20.115185,-.82445119
-4.2180884,-10.087356,14.040207,18.368235,-1.2118656
-5.4466256,-9.4801202,16.579573,22.043161,1.1288341
-4.5668813,-10.104915,16.637436,21.484142,.97104520E-01
-3.2374110,-9.6012524,14.953127,19.366821,-.77983503
-4.0035790,-8.8274895,16.478466,19.769173,-.49409460
-6.3005148,-10.150392,15.733664,18.428030,-2.0927646
-4.4049493,-9.6967162,14.194992,18.162350,-.85521750
-4.5150546,-10.777380,13.753269,18.880850,-1.1732265
-4.6574272,-11.433013,14.853175,21.485204,1.1293628
-4.1947452,-8.5778170,14.886333,18.627196,-.23437614
-4.5987766,-9.6734679,13.741530,19.544505,1.2834207
-4.9310457,-8.3032106,16.434178,19.001153,-1.2709635
-6.5909453,-9.8325972,14.880841,19.118513,-1.9222896
-5.8642568,-10.323139,13.226096,17.795125,-.88180403
-3.2115597,-9.9949610,15.665578,20.677172,.51345292
-4.7205431,-11.422449,15.082560,20.475554,-1.0878047
-3.5283674,-8.9659253,16.095800,19.805785,-.63654911
-5.5305854,-10.878568,16.504001,21.948467,.24886199
-3.1593634,-10.006748,14.628211,19.500196,.19815368
-6.3163934,-10.607470,14.111474,19.925831,-.92240680
-7.4397409,-10.268860,14.103707,21.598587,3.0602897
-4.4531527,-9.0743569,15.123634,18.188139,-1.3525427
-4.0056092,-11.466331,14.840459,20.680211,.12975206
-4.0299309,-10.195347,13.833871,18.545409,-.88488860
-3.2500099,-9.3605373,15.787562,20.705088,.41618521
-4.5367968,-11.074952,14.815968,21.186519,1.2906536
-4.6148873,-8.8108828,14.084320,18.825925,.24190274
-4.5020678,-11.653284,14.673280,21.240821,.76604317
-6.2879066,-11.821824,13.240086,20.345991,-.19764451
-3.9749093,-10.509917,13.634084,19.214801,-.44995746
-4.4640976,-10.579571,14.391209,19.269289,.52256822E-01
-3.3466232,-11.037925,15.022157,20.377006,-.17620715
-4.7496992,-9.6082167,16.840644,21.367940,-.31241762E-01
-5.4862389,-9.7916481,14.185196,21.173300,2.3019181
-3.7051474,-8.9729996,16.203398,20.628027,.22224595
-8.4053358,-9.0890897,18.257957,21.158201,-1.2073484
-3.0849446,-9.0282483,15.505811,19.586695,-.83714092E-01
-4.1558050,-9.0021784,16.017488,19.151345,-.67697823
-4.1091472,-9.2712326,16.506006,19.683985,-1.0935412
-6.9724109,-9.3657657,14.778999,21.384736,1.2996254
-4.0282875,-9.4650065,14.975911,20.911691,1.0824062
-2.9978804,-10.402858,14.351482,20.222114,.27221566
-3.0833428,-10.489948,14.682310,19.385796,-.63447778
-4.1735550,-10.503521,15.754228,21.415264,.80593282E-01
-13.024626,-8.8420060,18.667088,23.334597,1.8196347
-4.5280663,-9.4817649,13.759756,18.292043,-.56228171
-4.1212881,-10.445925,15.367829,21.408368,1.3511113
-4.1721947,-10.447734,16.100692,20.279838,-1.2106974
-4.1920329,-11.086708,14.926960,20.565936,.52210129
-4.4788392,-10.089726,14.606668,19.195372,.20133244
-2.8335802,-9.6436309,15.400499,20.217543,-.94699514E-01
-2.8335802,-9.6436309,15.400499,20.217543,-.94699514E-01
-2.8335802,-9.6436309,15.400499,20.217543,-.94699514E-01
-5.0549120,-9.3274573,13.983563,20.215056,1.8218258
-4.7311939,-8.4493467,15.599476,20.538690,1.3651557
-3.7056940,-9.1711863,16.191065,20.181922,-.61221138
-4.4214910,-10.843787,13.302120,19.956380,1.1110572
-6.4021535,-9.1270049,13.344742,19.442720,1.7417347
-3.2075148,-10.169000,14.119611,19.144912,-.13503111
-4.9831625,-8.8501684,14.951932,18.049585,-.87357735
-6.0062651,-9.1737569,14.955484,17.539448,-2.1446962
-4.2845205,-9.7576245,16.706718,20.619642,-.75202133
-5.4252016,-9.4433990,16.502523,21.944088,1.4800195
-3.2258656,-9.4056458,15.475544,19.883081,-.53600347
-4.2617661,-9.6351798,15.973520,21.604999,1.0624483
-4.5594658,-9.9797804,13.878706,20.537271,1.7852381
-6.6823445,-9.2418235,13.895760,20.824333,2.2704160
-5.1566411,-8.3697729,14.613627,19.646472,1.2255432
-4.2428660,-10.247780,15.690846,20.922340,-.44134484
-3.6784547,-10.631558,14.163439,18.945713,-1.0131182
-3.1307546,-9.8227729,15.638893,20.857019,.31649348
-3.9338655,-9.7877929,13.657389,18.929513,.55857801E-01
-5.1119839,-8.8990945,14.955205,17.915201,-1.6681855
-2.9089964,-9.4001699,15.398590,19.612877,-.52158517
-7.9276617,-8.3046041,17.743316,20.076292,-.29786533
-6.1080651,-9.3048116,15.545798,21.869598,1.5773365
-3.8816931,-10.510982,14.495820,19.123982,-.38106084
-4.3061455,-9.0454021,14.542333,18.198999,-.83741764
-4.7021455,-9.6106623,13.704241,20.051651,1.3539425
-3.3558383,-10.292105,15.358209,19.489655,-1.1633752
-3.1940789,-10.370770,15.402725,20.719524,.51374962
-3.0793626,-9.6836132,15.138018,20.492532,.33469945
-3.3695724,-10.815967,14.073030,20.480067,.86249310
-6.3328319,-9.5774454,16.999012,21.187456,-.89966677
-5.3875440,-8.3575977,17.146631,20.565998,-.30712166
-4.2096357,-8.5211486,16.350452,19.656999,-.74467928
-4.1929784,-11.176346,14.407075,20.914615,1.1647889
-7.6369990,-12.054190,15.214952,19.624225,-2.2798570
-4.9043516,-12.090929,14.197086,20.738570,.24120769
-4.3207664,-9.3556292,15.978777,18.887863,-1.5795953
-5.4396172,-9.7338267,17.246314,21.135220,-.45493114
-4.3382091,-10.705215,13.538963,18.918249,-.31497152E-01
-2.8911022,-10.700865,14.571403,19.936859,-.69928434E-01
-9.1336989,-9.7296846,16.603432,21.428130,-1.0252448
-4.0217957,-11.336978,14.516977,20.130883,-.81903538
-3.8221799,-10.338035,14.791480,18.868759,-1.0289191
-2.8963875,-10.590195,15.219891,20.399564,-.11155677
-3.0213110,-9.0823806,15.454705,19.935365,.13332359
-4.4681111,-9.9912001,13.645419,19.672508,1.2789516
-5.1361480,-10.579374,16.657407,21.357320,-.51843027
-5.8451689,-10.628127,15.205614,22.285487,1.3843506
-6.9237222,-10.536588,16.629291,19.746803,-2.4267875
-5.5294366,-10.984234,15.352489,20.152500,-1.6693147
-4.0426957,-9.3382935,15.415798,19.621786,.41159169
-2.9928884,-9.1635458,15.716494,19.915380,-.62548395E-01
-3.0651436,-10.879498,14.370965,19.981387,.51575465E-01
-4.9086408,-10.130466,16.424840,20.619631,-.42823869E-02
-3.0075104,-9.9114166,15.117239,20.330624,-.69348901E-01
-4.4325061,-10.118482,14.901004,20.660273,-.94608251E-01
-3.4474789,-10.812634,15.275618,20.225297,-.82849746
-2.7648240,-10.193306,15.240731,20.615916,.36773020
-3.7396740,-9.0728171,14.786941,20.050602,.61336324
-4.4084439,-8.6816238,15.477261,18.401926,-1.1864307
-5.2149581,-11.302366,14.034866,21.688167,1.5715899
-6.3589955,-8.5644070,14.157937,19.764502,.93305623
-5.4370959,-8.6894082,15.689357,18.752597,-1.7335533
-3.9932846,-11.543345,13.887213,20.590377,.36409829
-5.2754770,-11.483366,12.783734,19.969188,.82026226
-6.3042434,-8.5292162,13.832237,17.774184,-.17079671
-2.8467750,-9.4955451,15.293764,19.443921,-.53257426
-3.5398219,-10.595939,14.216770,19.190784,-.93970038
-3.6089460,-11.069287,15.099056,20.728087,.27108836
-4.8951491,-8.1493694,16.105923,18.765765,-1.0979880
-3.8692352,-10.213956,15.366418,19.339500,-1.5664696
-11.557795,-6.0816971,15.969173,19.502450,1.3371807
-4.3817076,-9.0338864,16.360471,21.219238,.98548989
-3.2219973,-10.297906,15.036760,21.070994,.94665900
-4.5515804,-8.5736200,15.857851,18.572338,-1.1651388
-2.9411877,-9.3329123,15.480892,20.053008,.33313662
-7.3284040,-11.647928,15.475549,22.319948,.14699968
-3.5187204,-10.105725,15.522871,20.930383,.92017160
-4.8900500,-9.9166287,16.043556,19.686662,-1.8215390
-5.8833555,-9.7345599,13.783745,17.490548,-1.5299747
-4.2794567,-11.531607,13.841408,19.726387,-.77663654E-01
-4.7135214,-11.472026,13.716011,20.275868,.90759120
-5.0236881,-10.378827,14.048398,20.081189,1.4851750
-4.7886780,-8.5004072,15.981827,20.031135,.87900623
-5.6491130,-10.607507,16.872073,21.237700,-.69506872
-5.0801670,-8.6064364,15.689338,18.979391,-1.3950012
-2.9478040,-9.9514292,15.173011,19.669975,-.13987151
-3.8766307,-10.398898,16.127031,21.106388,-.24524343
