SampleLogFunc,SampleVariable1
-1.4003301,-.98121511
-.93550964,-.18205004
-1.6564167,1.2144778
-1.6568855,-1.2148638
-1.2603980,.82638904
-1.2603980,.82638904
-2.0716854,-1.5183852
-4.0918568,-2.5190944
-3.9828032,-2.4754251
-.93137864,.15773466
-.93137864,.15773466
-1.0177746,.44460324
-.92425142,-.10308137
-1.6947079,-1.2456078
-1.4914868,1.0700918
-1.4914868,1.0700918
-1.0849844,.57627402
-1.0116294,.43055979
-1.2677282,.83521217
-1.2873283,-.85835860
-1.4892761,-1.0680239
-3.8119760,-2.4054261
-1.0855834,-.57731255
-1.4855955,1.0645722
-1.2066341,-.75854541
-1.0054406,-.41593759
-.95684659,.27534727
-1.0704563,.55048672
-.93226259,.16324250
-.94054491,.20787679
-1.5988453,-1.1661105
-1.0010667,-.40528549
-1.0025546,.40894017
-2.2599796,-1.6377064
-1.2066377,.75855012
-1.2066377,.75855012
-1.0238115,.45798034
-1.1690990,.70733367
-1.1403222,.66540772
-1.1432799,.66983783
-.96867748,-.31540115
-2.7914666,-1.9352148
-1.0240530,-.45850731
-2.0070145,1.4751786
-1.8973927,1.3988954
-1.6947210,1.2456183
-1.3870451,.96758107
-1.3870451,.96758107
-1.1004281,-.60247747
-1.1004281,-.60247747
-4.7179245,-2.7564419
-4.7179245,-2.7564419
-2.4067645,-1.7250078
-1.1977906,-.74679592
-2.2729982,-1.6456365
-1.5237088,-1.0997911
-.95463525,.26719551
-.95463525,.26719551
-1.6075239,1.1735292
-.91987948,.43380734E-01
-1.8473179,-1.3626294
-1.3894107,-.97002290
-1.6526914,1.2114065
-1.8804954,1.3867638
-1.1064413,.61237696
-1.0910018,-.58662296
-1.0910018,-.58662296
-.94241111,-.21666830
-.94241111,-.21666830
-2.4589114,1.7549774
-.95088397,-.25276644
-2.3426058,-1.6874047
-1.0978134,.59812185
-1.2931751,.86514341
-1.1335211,.65510698
-1.0447485,.50161728
-1.9509218,1.4366511
-.92488002,-.10900908
-1.8200817,-1.3424926
-1.5643886,-1.1361779
-.97391593,-.33159432
-1.0931555,-.59028291
-1.1193071,.63303806
-1.7726961,-1.3067192
-1.2624835,-.82890888
-1.0971696,.59704445
-3.1031815,2.0900923
-1.5378710,1.1125938
-.91987065,.43176686E-01
-1.0670530,.54426922
-1.0511878,.51429423
-1.0888407,.58292736
-1.3751642,.95522321
-.98179100,.35454893
-1.0041734,-.41287982
-1.6233982,1.1869791
-1.4311895,-1.0121769
-.92089407,-.62538524E-01
-5.2146574,-2.9311154
-1.0061290,.41758944
-1.0061290,.41758944
-1.0061290,.41758944
-1.2739249,.84259874
-2.6942071,1.8842869
-1.0753604,.55932440
-.92193329,-.77391967E-01
-.92193329,-.77391967E-01
-1.0098804,-.42647822
-.93918842,-.20124556
-1.1284910,-.64738313
-1.1628764,-.69848101
-1.8884701,1.3925025
-1.2978655,-.87054804
-.92831919,-.13697196
-1.2950550,.86731361
-1.0794744,-.56663196
-1.1177233,.63053107
-1.1300295,.64975527
-1.1300295,.64975527
-.92756812,.13137421
-1.3462625,.92447171
-1.3631664,-.94257932
-3.4797606,2.2631050
-1.1919043,-.73887185
-.98064462,-.35130069
-.92190383,.77010302E-01
-2.5694727,-1.8168842
-1.1270970,-.64522626
-1.1270970,-.64522626
-1.6248379,-1.1881914
-.92098015,.63900256E-01
-.91938949,-.30031718E-01
-1.4461057,-1.0268079
-1.3478373,-.92617357
-1.4379151,1.0187999
-1.7196297,-1.2654574
-.91910793,-.18406392E-01
-1.0925419,-.58924248
-2.1679242,1.5804972
-1.2474900,.81061880
-1.2836428,.85405417
-2.0998973,1.5368531
-2.3252022,1.6770591
-1.0527980,-.51741565
-1.0527980,-.51741565
-1.2171383,.77226908
-.93503795,-.17944033
-2.2115279,1.6078491
-1.7021476,1.2515663
-1.0961218,-.59528693
-1.4457692,1.0264801
-1.4457692,1.0264801
-1.0546290,-.52094228
-2.4257634,-1.7359867
-2.2755495,1.6471861
-1.1122767,.62183312
-2.5524324,1.8074810
-1.1409457,.66634405
-1.3389350,-.91651130
-1.3019481,.87522518
-.93073069,-.15357186
-1.1955213,.74375099
-1.0101149,-.42702776
-1.6589419,1.2165553
-1.6589419,1.2165553
-.91964333,.37544552E-01
-3.3136428,-2.1884717
-1.4824428,1.0616065
-1.7034943,-1.2526419
-.95578650,-.27146995
-.92445511,-.10503886
-1.7151047,-1.2618765
-1.7151047,-1.2618765
-.92588524,.11787033
-.92851425,-.13838871
-.99552219,.39136596
-.97967359,-.34852562
-.97086198,-.32225286
-3.0441180,-2.0616399
-.94285787,.21872053
-2.5977975,1.8324077
-.92392633,-.99877862E-01
-.92392633,-.99877862E-01
-1.8417620,1.3585459
-.91966625,.38150020E-01
-1.5590901,1.1315048
-2.4568215,1.7537862
-.91907090,.16270743E-01
-.91907090,.16270743E-01
-1.3140791,-.88897754
-1.8923516,1.3952871
-.92067691,.58963992E-01
-.92922999,-.14346745
-1.8625008,-1.3737265
-.94743405,-.23872795
-1.4348435,1.0157804
-1.1773136,.71885337
-1.4022937,-.98321431
-1.2928560,-.86477449
-1.2928560,-.86477449
-1.7454513,-1.2857004
-1.0093772,.42529678
-1.0093772,.42529678
-1.0920211,-.58835796
-.99740540,.39614864
-1.4036616,.98460453
-.94945315,-.24704096
-.93642815,-.18702735
-1.5077337,1.0851683
-2.3225674,-1.6754873
-.94292263,.21901640
-1.0041313,-.41277782
-1.6419051,-1.2024696
-1.4713886,-1.0511423
-2.0859472,-1.5277491
-.99805401,-.39778254
-1.3897655,-.97038857
-2.8294806,-1.9547594
-2.4523017,-1.7512071
-1.0564443,-.52441543
-2.0080303,-1.4758671
-2.3182052,1.6728818
-1.7562145,-1.2940448
-.93564557,.18279516
-.93564557,.18279516
-1.2392234,.80035599
-1.9216384,-1.4161214
-.91950446,.33643061E-01
-1.0138686,.43572934
-1.0138686,.43572934
-.93169973,-.15975731
-.97272448,-.32798154
-.97272448,-.32798154
-1.3287543,.90533509
-1.0456128,-.50333731
-.96261917,-.29556940
-2.2548048,-1.6345435
-1.0223724,-.45482705
-1.0223724,-.45482705
-.91955182,-.35022477E-01
-.98543459,-.36468084
-.92223019,-.81137653E-01
-1.4552190,1.0356452
-.99152516,.38101608
-.99152516,.38101608
-1.0766090,.56155218
-.98091489,-.35206919
-1.0284514,.46800175
-1.4173256,-.99838581
-1.5112881,-1.0884389
-1.2369241,-.79747802
-.99989176,.40237602
-2.2096923,-1.6067071
-1.1118951,-.62121902
-1.2054106,.75693077
-2.0239024,1.4865826
-1.1277883,.64629684
-1.2216020,.77802758
-1.1707653,-.70968555
-1.0243325,.45911638
-1.0243325,.45911638
-1.2015021,-.75174941
-1.1898520,.73608896
-.94404425,.22407909
-1.2944307,.86659347
-1.2702084,-.83817649
-.96515068,-.30401366
-3.3444471,2.2025025
-1.5925140,1.1606683
-1.0118139,.43098816
-1.0118139,.43098816
-1.1192840,.63300147
-1.0248787,-.46030464
-1.1460753,-.67399815
-1.1460753,-.67399815
-1.3666543,-.94627241
-1.3706312,.95046584
-1.0969765,-.59672106
-1.1471461,-.67558504
-1.0810195,-.56935223
-1.3399105,-.91757505
-.95991541,.28627567
-2.2400192,-1.6254727
-1.2991872,-.87206502
-1.3781288,.95832176
-1.4924525,1.0709939
-2.3576722,1.6963099
-.91909845,.17883823E-01
-.96049745,-.28830163
-1.1519849,-.68270979
-1.0811415,.56956643
-1.4856202,-1.0645954
-1.6464159,1.2062150
-1.9817668,-1.4579632
-.92970701,.14675476
-1.7158363,-1.2624562
-1.2134999,-.76754334
-1.2409336,-.80248993
-1.5023259,-1.0801735
-1.0030245,.41008765
-1.0854137,.57701853
-1.0854137,.57701853
-.92063733,-.58288921E-01
-3.2692245,-2.1680802
-4.1136423,-2.5277277
-1.1471643,.67561202
-1.1471643,.67561202
-.99511730,-.39033003
-.97305828,.32899770
-.92329378,-.93329995E-01
-.95330350,-.26216394
-1.0945446,.59263149
-1.0945446,.59263149
-1.0226903,.45552552
-1.0310395,.47349974
-1.0310395,.47349974
-1.1278660,-.64641701
-1.0688984,.54764932
-1.1752612,-.71599258
-1.1752612,-.71599258
-2.1049114,-1.5401122
-1.0246336,.45977188
-1.2992130,.87209462
-1.3588370,.93797496
-.97090513,.32238672
-1.3199177,-.89552126
-1.0322935,-.47614076
-1.0092121,-.42490843
-.96535721,-.30469223
-1.0181100,-.44535708
-1.3531367,.93187788
-2.2049606,-1.6037594
-1.5520843,-1.1252962
-1.4354107,-1.0163386
-1.0362452,-.48436894
-.92864670,.13934249
-1.0887591,.58278731
-1.7792312,-1.3117109
-1.1293689,-.64873772
-1.8919998,-1.3950349
-.94703792,-.23706282
-.91911483,.18777346E-01
-.91911483,.18777346E-01
-1.2877375,-.85883524
-1.0159365,-.44044972
-1.2204966,-.77660551
-.93419513,-.17468028
-.95482853,-.26791787
-1.3364757,-.91382405
-3.9811404,2.4747532
-1.5260009,-1.1018733
-.91938761,-.29969082E-01
-.98641911,.36737059
-.98641911,.36737059
-1.2009752,-.75104817
-.92474876,.10779819
-1.4462287,-1.0269276
-1.0288744,.46890491
-1.0882233,-.58186722
-1.6656292,-1.2220398
-.92742990,.13031782
-.95336523,.26239932
-1.3891074,.96971014
-.94680225,-.23606659
-1.3637624,-.94321137
-2.0894966,-1.5300707
-.94205690,-.21502730
-5.8146546,3.1291264
-1.0530366,.51787665
-1.3218606,.89768826
-1.0338597,-.47941881
-.94257415,.21741948
-.94257415,.21741948
-2.0546011,-1.5070916
-.94002672,-.20536889
-1.7789423,-1.3114905
-1.3398573,-.91751707
-1.7986267,-1.3264148
-2.4704294,1.7615283
-1.9853239,1.4604009
-1.9527781,1.4379427
-1.0506396,-.51322714
-1.2601339,-.82606941
-2.6626167,1.8674465
-1.8799089,1.3863408
-.92457270,.10615238
-.91911910,.19003461E-01
-.91985443,.42799349E-01
-1.1023544,-.60566639
-1.1023544,-.60566639
-6.0724243,-3.2104472
-1.4382686,-1.0191468
-.94344965,-.22140965
-1.0730840,-.55523953
-1.2033267,.75417261
-.99125507,-.38030655
-1.0527258,-.51727600
-1.2032973,-.75413360
-1.1237201,.63997119
-1.1122481,.62178708
-2.3588690,1.6970153
-1.0405103,-.49309590
-2.9008245,-1.9909224
-1.8442257,-1.3603582
-.91908268,.16979058E-01
-1.8417590,1.3585437
-1.5435402,1.1176776
-2.2445773,-1.6282744
-1.4633603,1.0434767
-.92224824,-.81359824E-01
-1.8986526,-1.3997958
-1.4247531,1.0057978
-1.3902875,-.97092631
-1.3902875,-.97092631
-.93068134,-.15325016
-.96459396,.30217685
-1.5435936,-1.1177254
-1.5435936,-1.1177254
-.98388600,-.36040941
-1.0858137,.57771127
-2.7858683,1.9323197
-.97560424,-.33664732
-1.5194581,-1.0959193
-1.7588396,1.2960718
-3.1535042,2.1140320
-1.9266937,-1.4196867
-.98008064,.34969159
-1.0782116,.56439885
-1.6102091,1.1758151
-1.2985313,-.87131258
-1.4490885,-1.0297086
-1.2711992,.83935770
-.91968968,.38759511E-01
-.92037462,-.53592725E-01
-1.7021452,1.2515644
-2.1881820,1.5932630
-.93285708,-.16684454
-1.1687997,.70691045
-1.2167162,.77172227
-1.1523345,.68322172
-.91933507,-.28161501E-01
-.91933507,-.28161501E-01
-1.2038497,.75486579
-1.2171605,.77229787
-1.5059355,1.0835100
-1.0376345,.48722886
-.92808413,.13524498
-.92763666,.13189489
-1.0682247,.54641777
-1.5637904,1.1356512
-.93069897,.15336514
-1.0271794,-.46527591
-.95000068,-.24924744
-.95000068,-.24924744
-1.0039282,.41228542
-.92173001,-.74719212E-01
-2.7316117,1.9040342
-.92194098,-.77491271E-01
-1.2143307,-.76862493
-1.7466532,-1.2866349
-1.0920217,-.58835899
-1.0920217,-.58835899
-1.0750413,-.55875353
-1.1567366,.68963482
-1.7339572,1.2767291
-1.4849129,-1.0639308
-1.2554444,.82037290
-1.2554444,.82037290
-1.6941716,-1.2451771
-.91971295,-.39355267E-01
-1.2574849,-.82285647
-.95193718,-.25689939
-1.0964573,.59585024
-.95318275,-.26170294
-1.3682336,.94793994
-1.3025741,.87594009
-1.0190389,.44743800
-.95178278,-.25629767
-.98550345,.36486960
-1.8393858,-1.3567957
-1.5195180,-1.0959740
-1.5195180,-1.0959740
-.99990255,.40240282
-1.5582969,1.1308035
-1.5582969,1.1308035
-1.5582969,1.1308035
-3.1733349,-2.1233918
-2.2105651,-1.6072502
-.93879404,.19927620
-.93879404,.19927620
-1.2334337,-.79308916
-1.1419097,-.66778910
-1.1412096,-.66673987
-1.0722616,.55375644
-.95424330,-.26572454
-.95424330,-.26572454
-.91903085,-.13587776E-01
-.92480017,.10827405
-2.3967656,1.7192016
-1.5689768,-1.1402090
-.92020156,.50259921E-01
-1.0295026,.47024261
-.92319372,.92251677E-01
-2.3969443,1.7193055
-1.4230358,1.0040890
-1.3504459,.92898591
-1.7029064,1.2521724
-1.2307447,.78969126
-1.5452198,1.1191794
-1.5478355,1.1215141
-1.0215820,.45308603
-1.0641651,-.53893695
-1.1305072,.65049006
-1.2660802,-.83323669
-1.2660802,-.83323669
-2.2552796,1.6348340
-.93674850,.18873246
-1.3446427,-.92271788
-1.1146582,-.62565118
-1.9711796,-1.4506833
-1.0346750,-.48111632
-1.3591450,-.93830327
-.98438727,.36179757
-1.5695904,1.1407470
-.94357205,-.22196180
-1.0368626,.48564197
-1.0529988,.51780351
-1.8731402,1.3814497
-1.0450630,.50224393
-1.6520274,1.2108582
-.99638690,-.39356923
-.94383086,-.22312473
-.94383086,-.22312473
-.92387531,-.99365807E-01
-1.5164328,1.0931553
-1.2893194,-.86067514
-.95438219,.26624673
-.92007022,-.47575004E-01
-.99452932,.38882075
-.92812310,-.13553280
-2.1487210,1.5683000
-1.0066624,.41886483
-2.1020790,1.5382721
-1.2006799,.75065489
-1.0149478,-.43819929
-1.1538378,.68541846
-2.7273939,1.9018177
-1.0839220,.57442753
-.95610168,.27262848
-1.0843720,.57521026
-1.4882894,-1.0670996
-.93915323,-.20107062
-2.6377521,-1.8540839
-.92307607,.90967426E-01
-.92307607,.90967426E-01
-1.3207484,.89644839
-1.1913695,-.73814759
-2.5369546,-1.7988975
-2.5369546,-1.7988975
-.96032611,.28770670
-1.1621834,-.69748813
-.93361367,.17131920
-.99946371,.40131079
-1.3442298,-.92227028
-2.0305038,-1.4910166
-1.0840373,-.57462824
-2.5191361,1.7889648
-.97150991,.32425724
-1.1729311,-.71273082
-.98689768,-.36867099
-.98689768,-.36867099
-1.2681329,.83569656
-4.1575553,-2.5450410
-1.5894020,1.1579840
-1.7713902,1.3057195
-1.4751382,-1.0547035
-1.2393703,.80053951
-.98299046,.35791600
-1.5547749,-1.1276847
-1.4163018,.99735977
-1.0739370,.55677373
-.93381480,-.17248922
-.96877180,-.31570006
-2.0887861,-1.5296062
-.99092427,-.37943572
-1.1973644,.74622499
-1.2170951,-.77221312
-2.1415750,-1.5637368
-1.3310322,-.90784769
-.99525291,-.39067730
-1.6185994,-1.1829293
-2.3573307,-1.6961086
-2.0915568,-1.5314165
-2.1442217,-1.5654285
-2.2171490,-1.6113413
-1.0303145,.47196613
-1.1860982,-.73097149
-1.7751223,-1.3085746
-.99691672,.39491312
-1.1332414,-.65467980
-1.2068782,.75886709
-1.9408523,1.4296250
-1.8696310,1.3789072
-2.0299526,1.4906469
-.92051769,.56198958E-01
-1.5549712,-1.1278587
-.99115239,.38003646
-2.3451830,1.6889313
-.93842469,-.19741409
-.93842469,-.19741409
-.93842469,-.19741409
-1.5755567,-1.1459652
-1.9794391,-1.4563657
-1.0126031,.43281527
-1.5375141,-1.1122730
-1.6532591,-1.2118750
-1.5445097,-1.1185447
-1.3371389,-.91454951
-1.3884388,.96902044
-4.4156288,2.6445000
-1.0429235,-.49796582
-1.2126947,.76649358
-.92053366,.56482300E-01
-1.4270254,1.0080544
-.94053117,-.20781067
-.94400475,.22390275
-.94010274,-.20573871
-.92840434,.13759218
-.91894668,-.40369371E-02
-1.9619651,-1.4443175
-.93173724,-.15999194
-.91983197,.42271473E-01
-2.2504402,-1.6318711
-1.0246540,-.45981628
-.92620371,-.12054195
-.98861997,-.37331336
-.95394034,.26458195
-1.1564539,.68922469
-1.0778519,-.56376120
-.98769923,.37083878
-.91897223,.82093786E-02
-1.3449959,-.92310065
-1.3163354,-.89151204
-1.3163354,-.89151204
-.95673919,-.27495692
-1.3290525,-.90566435
-1.5293146,-1.1048765
-1.1786562,-.72071865
-1.0003370,.40348094
-1.4480708,-1.0287198
-3.1699451,-2.1217948
-.92049232,-.55745564E-01
-1.0037204,-.41178121
-1.1188461,-.63230944
-1.0016577,-.40674099
-.92736253,-.12979982
-.92114712,.66461764E-01
-.93660897,-.18799167
-.93660897,-.18799167
-1.6264560,1.1895524
-1.1914679,.73828097
-1.4897228,1.0684421
-1.1264504,-.64422330
-.91895688,.60579816E-02
-.96982421,-.31901623
-.96136504,-.29129541
-2.6844208,1.8790861
-1.0442115,.50054562
-1.4145654,.99561729
-.91951864,-.34062038E-01
-1.3616667,-.94098685
-1.1555510,.68791348
-1.0056210,.41637112
-.93690439,.18955663
-.93556755,-.18236785
-.91909282,.17566449E-01
-1.7210495,-1.2665788
-1.7210495,-1.2665788
-1.4638280,-1.0439248
-2.6990221,1.8868405
-1.3490527,.92748500
-1.3849252,.96538769
-1.0161630,-.44096366
-.98199027,-.35511050
-.92732690,.12952506
-.92732690,.12952506
-1.2228791,.77966733
-1.0785934,-.56507505
-.99306980,-.38504875
-2.8826994,1.9817976
-1.0972299,-.59714550
-.96216211,.29401898
-.96329530,.29784818
-2.2892549,-1.6554856
-1.5681337,1.1394694
-2.6860762,-1.8799668
-.97620526,-.33842791
-1.3605771,.93982824
-.92033059,-.52764666E-01
-1.2818158,-.85191232
-1.2580058,-.82348930
-1.1731786,.71307790
-1.9960938,1.4677570
-1.2657513,.83284187
-.93468799,.17747934
-1.0097266,-.42611745
-.91949827,-.33458565E-01
-1.0165784,.44190459
-1.5442371,1.1183010
-1.4290018,-1.0100131
-2.3734073,-1.7055608
-3.0029837,-2.0415901
-1.0558661,-.52331165
-.95749968,-.27770900
-3.2298655,-2.1498497
-2.9263438,-2.0036992
-1.6063019,-1.1724874
-.92492947,.10946175
-.91893947,-.13680907E-02
-1.0013027,-.40586744
-.92063489,.58247038E-01
-.93825206,.19653766
-.92639643,-.12213020
-1.0189525,.44724482
-1.0883521,.58208855
-.93551765,-.18209400
-1.6351144,1.1968090
-1.2179831,.77336216
-2.0222991,-1.4855036
-2.7705225,1.9243617
-3.3315550,2.1966413
-3.3315550,2.1966413
-1.0851462,.57655477
-1.0872283,.58015467
-1.0492190,.51045178
-3.1133446,-2.0949492
-1.4271499,-1.0081780
-.93779574,-.19420199
-1.2409429,-.80250154
-1.2409429,-.80250154
-.95243387,-.25882558
-2.8047214,1.9420519
-1.0776506,.56340404
-1.3561312,.93508577
-2.9809573,2.0307727
-1.5099168,1.0871782
-.93038067,-.15127549
-1.0550479,-.52174585
-3.1872166,-2.1299193
-1.0693775,.54852343
-1.0693775,.54852343
-1.3045825,-.87823005
-1.7348846,1.2774554
-.91926660,-.25615182E-01
-1.3930169,.97373343
-.95285066,.26043091
-.95285066,.26043091
-2.4900655,1.7726404
-3.0619892,2.0702901
-.92207178,-.79161139E-01
-1.1911219,.73781213
-1.9736183,1.4523634
-2.9836444,2.0320954
-1.0122847,.43207903
-1.0748519,-.55841454
-1.1005353,.60265536
-1.1005353,.60265536
-4.0955202,2.5205482
-1.0029955,-.41001709
-.92339761,.94435993E-01
-1.0258815,-.46247810
-1.0903311,-.58547856
-1.0903311,-.58547856
-1.0585339,-.52838505
-1.0485985,-.50923475
-1.2502613,.81403048
-1.4756162,1.0551566
-1.1749533,-.71556242
-5.4305290,-3.0038610
-1.8109753,-1.3356922
-.92663808,-.12409310
-1.2113338,-.76471597
-1.7184917,-1.2645578
-1.2299596,-.78869650
-1.2299596,-.78869650
-.98525676,.36419287
-1.0589766,.52922218
-1.7572049,1.2948099
-1.3015858,-.87481118
-2.0791271,1.5232784
-.97705750,.34093684
-.95283586,-.26037406
-1.1463648,.67442761
-1.6110334,1.1765159
-1.7102348,-1.2580113
-1.1979388,-.74699430
-.99398013,-.38740572
-.93380961,-.17245911
-1.4536414,-1.0341208
-1.5890277,1.1576607
-.99947775,.40134577
-.94675976,.23588651
-1.3825361,.96290973
-1.3224146,-.89830512
-1.5891245,1.1577444
-.92567966,-.11611310
-1.1201860,-.63442493
-1.1201860,-.63442493
-1.1722494,-.71177368
-1.2875881,-.85866124
-2.6932792,1.8837944
-1.6812880,1.2347870
-1.3394904,.91711713
-1.4208447,1.0019044
-1.0266189,.46406984
-.99604527,-.39270024
-1.6928390,-1.2441065
-1.3638705,.94332600
-2.3062407,-1.6657144
-.92618453,.12038266
-.99201550,-.38230085
-.94070434,.20864233
-1.3338142,-.91090683
-1.3607357,-.93999696
-1.0791030,-.56597612
-1.1643871,-.70064056
-2.8200614,-1.9499348
-1.5686009,-1.1398793
-.92619703,-.12048647
-.92057396,-.57191307E-01
-1.5857541,1.1548295
-1.7839902,-1.3153340
-2.8644481,-1.9725666
-2.2546308,-1.6344371
-2.7441731,-1.9106201
-.92114673,-.66455930E-01
-.91925135,-.25012672E-01
-1.1666309,.70383568
-1.3835290,-.96394030
-1.1133940,.62362720
-.96167533,-.29235866
-2.1129298,-1.5453098
-1.3733457,-.95331756
-2.6869027,1.8804064
-1.4181326,.99919377
-.98838221,-.37267595
-.91899440,.10570511E-01
-.94289412,-.21888619
-3.1447503,-2.1098871
-.95052510,-.25134266
-1.0186362,-.44653715
-2.1085979,-1.5425041
-1.0206574,-.45104077
-.93433712,.17549122
-1.5834873,1.1528650
-1.5834873,1.1528650
-1.3787677,.95898819
-1.2237003,.78071987
-.93607225,.18511467
-1.0876750,.58092429
-1.3899701,-.97059938
-2.0562807,1.5082056
-2.2093951,-1.6065220
-1.0377563,.48747883
-1.3191998,-.89471929
-.93807176,.19561814
-1.2965437,-.86902843
-1.1871648,-.73242927
-2.7549175,1.9162353
-2.8361670,1.9581769
-2.5387529,1.7998969
-.97475578,.33411748
-.92527956,-.11261463
-.92527956,-.11261463
-.92869508,.13968926
-1.1546549,-.68660953
-.91974689,-.40208469E-01
-.96531961,.30456880
-1.4046782,-.98563647
-.93569694,.18307599
-1.6001495,1.1672284
-1.5297346,-1.1052566
-1.5207022,1.0970539
-1.5752627,-1.1457087
-1.7583688,1.2957085
-.94731988,-.23824922
-1.6040641,-1.1705772
-1.1140925,.62474631
-1.0835286,-.57374226
-1.2389644,-.80003232
-1.0240824,-.45857147
-2.4615532,1.7564821
-1.2404298,.80186196
-1.0515610,.51501940
-2.5970985,-1.8320262
-.92923841,.14352616
-1.2088471,.76145720
-1.4745960,1.0541893
-1.5579513,1.1304979
-2.4047102,-1.7238165
-.99652614,.39392284
-1.2763847,-.84551311
-4.9157112,2.8272859
-1.3795513,.95980492
-1.3795513,.95980492
-1.1505068,.68054131
-1.5991901,1.1664061
-2.1824451,1.5896582
-.96521358,.30422048
-1.2028450,-.75353367
-1.2028450,-.75353367
-1.3907319,-.97138390
-1.0141668,-.43641329
-1.8476118,-1.3628450
-.91910410,.18197075E-01
-.91995512,.45090712E-01
-1.0971346,.59698579
-1.2974666,-.87008967
-1.5926105,-1.1607514
-1.0348023,.48138077
-1.0582938,.52793046
-.92170299,-.74356682E-01
-.92170299,-.74356682E-01
-1.0199285,-.44942181
-1.1257094,-.64307215
-1.0056589,.41646205
-1.6858805,-1.2385007
-.91901819,-.12622064E-01
-1.4820429,1.0612298
-.92875280,-.14010184
-.92089565,.62563845E-01
-.93946358,-.20260823
-.91895021,.48326224E-02
-.95560893,.27081506
-1.2634312,.83005141
-8.2791067,3.8367090
-2.5126611,1.7853417
-.92466433,.10701213
-1.1691615,-.70742202
-.96658790,.30870492
-1.1742152,.71453021
-.99610094,.39284198
-3.9505782,-2.4623727
-.92087535,-.62238473E-01
-1.3494630,.92792719
-2.2686796,1.6430101
-2.9937719,2.0370731
-.93272933,-.16607709
-1.3176005,.89292998
-2.1628691,-1.5772955
-.94015537,-.20599433
-.94015537,-.20599433
-1.7759702,-1.3092224
-.95320070,.26177154
-.92320783,-.92404472E-01
-1.1818937,-.72519670
-1.0077244,.42139257
-3.2516798,-2.1599728
-1.3477946,.92612750
-1.0156808,.43986874
-.99484038,-.38961994
-1.0261608,.46308165
-1.2545553,.81928844
-1.0812438,.56974602
-1.0328491,-.47730620
-.98461869,-.36243663
-2.6623407,-1.8672987
-1.6754252,-1.2300298
-.92692759,.12640460
-.95697046,.27579678
-.93782606,.19435807
-.92404723,.10108115
-1.0194995,-.44846629
-1.2045748,-.75582572
-1.3985408,-.97938992
-1.4030701,.98400362
-1.0451952,.50250713
-1.1324635,.65349053
-.96743749,-.31144488
-1.2680160,.83555668
-1.0934873,-.59084480
-1.4088841,-.98989452
-1.1752996,-.71604624
-.92521233,.11201605
-1.4876896,1.0665374
-1.2936074,.86564293
-.92823360,.13634564
-1.0263737,-.46354117
-2.5255673,1.7925561
-2.7839623,1.9313331
-.97777344,.34303033
-3.2526451,2.1604197
-1.7622526,1.2987025
-1.3202848,.89593114
-1.3513072,.92991257
-.92152838,-.71970080E-01
-1.5899306,-1.1584404
-.96730998,-.31103521
-.91894962,.47078916E-02
-1.0170926,.44306667
-1.0067475,.41906789
-1.2690687,-.83681558
