SampleLogFunc,SampleVariable1
-1.9609642,1.4436244
-1.0310395,.47349974
-1.1844911,-.72876956
-1.1752612,-.71599258
-1.0246336,.45977188
-.97090513,.32238672
-1.1195516,.63342413
-.96535721,-.30469223
-2.2049606,-1.6037594
-.91931429,.27413697E-01
-1.1991710,-.74864212
-1.1293689,-.64873772
-.94703792,-.23706282
-.92880605,.14048146
-1.2204966,-.77660551
-.98691500,.36871796
-.98147591,.35365910
-.91938761,-.29969082E-01
-.92474876,.10779819
-1.0288744,.46890491
-1.6656292,-1.2220398
-.96331255,.29790607
-1.3637624,-.94321137
-.94205690,-.21502730
-1.0582199,.52779033
-1.0338597,-.47941881
-2.0546011,-1.5070916
-1.3398573,-.91751707
-2.4704294,1.7615283
-1.9527781,1.4379427
-1.2601339,-.82606941
-1.7954596,1.3240250
-.94860512,.24358401
-4.6415311,-2.7285867
-.94344965,-.22140965
-1.2033267,.75417261
-1.7981019,-1.3260191
-1.3823707,.96273793
-1.0405103,-.49309590
-.99909071,-.40038026
-.98010253,.34975419
-1.0958110,.59476460
-1.4247531,1.0057978
-1.3902875,-.97092631
-1.2551795,.82004994
-.98388600,-.36040941
-2.7858683,1.9323197
-1.4447626,-1.0254990
-1.9266937,-1.4196867
-1.0782116,.56439885
-1.4490885,-1.0297086
-1.1613028,-.69622448
-1.2927979,.86470736
-1.1687997,.70691045
-2.3803750,1.7096412
-1.6493538,1.2086482
-1.5059355,1.0835100
-.92808413,.13524498
-1.0239540,-.45829140
-1.0271794,-.46527591
-.95000068,-.24924744
-2.7316117,1.9040342
-1.2143307,-.76862493
-1.0920217,-.58835899
-1.1567366,.68963482
-1.4849129,-1.0639308
-.92503219,.11039617
-.91971295,-.39355267E-01
-1.0964573,.59585024
-1.3025741,.87594009
-1.4274914,-1.0085166
-1.5195180,-1.0959740
-1.8203387,1.3426840
-1.5582969,1.1308035
-2.9497123,-2.0153281
-.93879404,.19927620
-1.1419097,-.66778910
-1.0722616,.55375644
-.99129318,.38040674
-1.1658702,.70275406
-.92020156,.50259921E-01
-.97777207,-.34302635
-1.5894617,1.1580355
-.99027962,.37773293
-1.0215820,.45308603
-1.1305072,.65049006
-1.0136368,-.43519716
-1.3446427,-.92271788
-1.9711796,-1.4506833
-.98438727,.36179757
-1.0845354,.57549436
-1.0529988,.51780351
-1.6239994,1.1874855
-1.3944494,.97520345
-1.3112425,.88578102
-.95438219,.26624673
-.99452932,.38882075
-1.0022688,.40824083
-2.1020790,1.5382721
-1.1538378,.68541846
-1.4181642,-.99922539
-2.9906132,2.0355219
-.92307607,.90967426E-01
-.92307607,.90967426E-01
-2.5137272,-1.7859388
-.96032611,.28770670
-1.9229736,-1.4170639
-2.0305038,-1.4910166
-.97150991,.32425724
-1.1729311,-.71273082
-1.2681329,.83569656
-1.5894020,1.1579840
-1.7486109,1.2881556
-.92937614,.14448256
-1.0739370,.55677373
-2.0887861,-1.5296062
-1.1973644,.74622499
-2.1415750,-1.5637368
-1.6185994,-1.1829293
-2.0915568,-1.5314165
-1.0303145,.47196613
-1.7751223,-1.3085746
-1.1332414,-.65467980
-1.9466242,1.4336566
-.92051769,.56198958E-01
-.92361043,.96663304E-01
-.93842469,-.19741409
-.96356596,-.29875552
-1.0126031,.43281527
-1.5445097,-1.1185447
-1.3884388,.96902044
-1.2074597,-.75963302
-1.4270254,1.0080544
-.95802533,-.27959541
-.91894668,-.40369371E-02
-.93173724,-.15999194
-.95216090,-.25776877
-.98861997,-.37331336
-1.1564539,.68922469
-.91897223,.82093786E-02
-1.1070795,-.61341820
-.95673919,-.27495692
-1.0433236,.49876866
-1.4480708,-1.0287198
-.98840994,-.37275034
-1.1188461,-.63230944
-.92114712,.66461764E-01
-.93660897,-.18799167
-1.1914679,.73828097
-.91895688,.60579816E-02
-1.9055444,1.4047105
-1.3848553,.96531528
-1.2757139,.84471932
-1.0056210,.41637112
-.91909282,.17566449E-01
-2.7320413,-1.9042598
-1.5319272,1.1072386
-1.0161630,-.44096366
-1.2487745,-.81220196
-1.2228791,.77966733
-2.8826994,1.9817976
-.96216211,.29401898
-1.5146715,-1.0915429
-1.0123446,.43221766
-.92033059,-.52764666E-01
-1.5456732,1.1195844
-1.1769004,.71827837
-1.0097266,-.42611745
-1.5442371,1.1183010
-2.3734073,-1.7055608
-1.0558661,-.52331165
-3.2298655,-2.1498497
-.92492947,.10946175
-2.0417516,1.4985414
-.92639643,-.12213020
-1.0883521,.58208855
-1.0282517,-.46757499
-1.2786070,.84813736
-3.8647361,2.4272608
-1.0872283,.58015467
-1.4271499,-1.0081780
-1.2409429,-.80250154
-.94530229,-.22962472
-1.3561312,.93508577
-1.5099168,1.0871782
-1.0550479,-.52174585
-1.3045825,-.87823005
-1.7348846,1.2774554
-4.5317419,2.6880489
-2.4900655,1.7726404
-.95991003,.28625688
-2.9836444,2.0320954
-1.0748519,-.55841454
-1.3505262,.92907227
-2.0575029,1.5090158
-1.0903311,-.58547856
-1.0485985,-.50923475
-.99950701,.40141869
-5.0498505,-2.8743389
-1.1171089,.62955606
-1.2299596,-.78869650
-.98525676,.36419287
-1.9676722,1.4482636
-.97705750,.34093684
-1.6288062,1.1915265
-1.7102348,-1.2580113
-.93380961,-.17245911
-.99947775,.40134577
-1.3825361,.96290973
-1.5891245,1.1577444
-1.1201860,-.63442493
-1.2875881,-.85866124
-2.9542271,2.0175671
-1.4208447,1.0019044
-1.6928390,-1.2441065
-1.5762733,-1.1465904
-.99201550,-.38230085
-1.2724606,-.84085916
-1.1643871,-.70064056
-.92619703,-.12048647
-.98833296,-.37254375
-6.3614475,-3.2992450
-.92114673,-.66455930E-01
-1.1666309,.70383568
-2.4989528,-1.7776469
-1.0565457,.52460880
-1.4181326,.99919377
-1.1119610,.62132516
-.95052510,-.25134266
-.99296575,-.38477843
-1.5834873,1.1528650
-1.3787677,.95898819
-1.0566512,-.52480987
-2.0562807,1.5082056
-1.0377563,.48747883
-1.0404513,-.49297628
-2.7549175,1.9162353
-2.5387529,1.7998969
-.92527956,-.11261463
-1.3066975,.88063496
-.94322339,.22038537
-1.1342431,.65620816
-1.0737715,.55647639
-1.7583688,1.2957085
-1.2477024,-.81088087
-1.2389644,-.80003232
-1.0493133,.51063641
-1.0515610,.51501940
-1.2088471,.76145720
-.93366834,.17163804
-1.5622192,1.1342669
-1.3795513,.95980492
-2.4445166,1.7467559
-.96521358,.30422048
-1.2028450,-.75353367
-1.0141668,-.43641329
-.91995512,.45090712E-01
-1.2974666,-.87008967
-.94674237,.23581280
-.92170299,-.74356682E-01
-1.1257094,-.64307215
-.91901819,-.12622064E-01
-.92875280,-.14010184
-.93946358,-.20260823
-1.2634312,.83005141
-2.5126611,1.7853417
-.99721837,-.39567623
-.99610094,.39284198
-.92087535,-.62238473E-01
-2.2686796,1.6430101
-.93272933,-.16607709
-.94015537,-.20599433
-.95320070,.26177154
-.92320783,-.92404472E-01
-2.6206946,1.8448610
-1.4656006,-1.0456214
-1.4840895,1.0631566
-.98461869,-.36243663
-2.6623407,-1.8672987
-.95697046,.27579678
-1.0194995,-.44846629
-1.2045748,-.75582572
-1.0451952,.50250713
-1.2680160,.83555668
-1.4363870,-1.0172989
-.92521233,.11201605
-1.0057274,-.41662651
-2.5255673,1.7925561
-.97777344,.34303033
-1.3202848,.89593114
-.92152838,-.71970080E-01
-.96730998,-.31103521
-1.0067475,.41906789
-1.8956489,-1.3976483
-1.2779128,.84731839
-.93984804,.20449698
-.91896019,-.65806761E-02
-2.4700255,-1.7612989
-1.4899231,-1.0686296
-1.7470145,-1.2869157
-.96035732,.28781518
-1.0488246,.50967843
-2.8703013,-1.9755317
-1.2340253,-.79383468
-1.0263799,-.46355441
-.92157434,-.72605885E-01
-.98510497,.36377585
-2.1105497,1.5437689
-.92383820,.98991571E-01
-1.0155586,.43959077
-2.0451196,-1.5007871
-.96716003,-.31055273
-.91932934,.27957345E-01
-1.0618376,.53460084
-1.4454521,-1.0261711
-2.5251119,-1.7923021
-1.9179775,1.4135339
-.96915492,-.31691129
-.94448440,.22603479
-1.2968617,-.86939422
-1.0363011,-.48448440
-1.6752578,-1.2298937
-2.0434955,-1.4997046
-1.2824137,-.85261383
-1.0838273,.57426262
-1.1254958,.64273984
-.92265907,.86261691E-01
-1.3924455,.97314640
-.94720427,.23776349
-.92816027,.13580672
-1.0993256,.60064479
-1.9375676,-1.4273255
-1.0603452,-.53180194
-1.6416978,-1.2022972
-.92371142,.97702483E-01
-.93653490,-.18759729
-.93880534,-.19933293
-.92657659,-.12359661
-1.0778884,.56382605
-.93938860,-.20223782
-2.6092138,-1.8386273
-1.0355482,-.48292797
-.92673636,.12488259
-.99258744,-.38379398
-1.7916232,-1.3211243
-1.8274580,-1.3479759
-2.1205223,-1.5502153
-1.0547078,-.52109359
-1.3074038,.88143666
-.96319827,-.29752221
-1.9289950,1.4213068
-1.7648611,1.3007095
-1.3404251,.91813567
-.93161761,.15924242
-1.0407701,.49362237
-.96347274,.29844332
-1.7677907,-1.3029598
-1.0701034,-.54984518
-1.3774684,.95763235
-.95965245,-.28535561
-1.7856146,1.3165683
-.93505006,-.17950779
-.94897216,-.24508622
-1.3306036,.90737536
-1.0011529,.40549816
-1.0336396,-.47895951
-.92785044,.13350589
-1.6661133,-1.2224359
-1.1043407,.60893700
-1.4620926,-1.0422611
-1.1638112,-.69981814
-1.0744586,-.55770964
-2.2807152,1.6503192
-1.0435068,-.49913585
-1.0228004,-.45576725
-.94245156,.21685491
-4.6103437,-2.7171327
-.98257711,-.35675923
-1.0222608,.45458182
-1.2034585,-.75434738
-1.1163900,-.62841302
-1.3248766,-.90104173
-.92834695,-.13717444
-2.3709372,-1.7041119
-2.4609191,-1.7561211
-1.1746670,.71516211
-1.2075904,-.75980511
-.91919744,-.22755483E-01
-1.0288706,-.46889666
-1.0639947,.53862071
-4.2744033,-2.5905462
-1.0969380,-.59665652
-.93608513,-.18518424
-1.5927459,1.1608681
-.94556776,-.23077792
-3.3570649,-2.2082239
-1.1629193,-.69854242
-.94810258,.24151210
-1.6501130,1.2092762
-1.1481561,.67707839
-1.9275756,1.4203077
-1.0182075,-.44557588
-1.0892493,.58362788
-2.2855463,-1.6532440
-1.1656259,.70240642
-3.8264639,-2.4114416
-5.6686032,-3.0820982
-.96326006,.29772983
-1.8711653,1.3800194
-1.2050014,-.75638998
-1.1246666,.64144843
-1.1380419,.66197178
-2.2225414,-1.6146844
-1.6734429,1.2284171
-1.6084617,1.1743280
-1.3528056,.93152253
-1.2797715,.84950922
-.96141266,-.29145882
-1.5710238,-1.1420029
-.91893879,-.71066099E-03
-1.6304014,-1.1928645
-1.5838576,1.1531861
-1.1307344,.65083928
-1.4304457,1.0114417
-1.0783437,-.56463298
-2.2136657,-1.6091781
-.96094652,-.28985507
-.95211361,.25758523
-1.4107689,-.99179669
-.91902798,-.13375008E-01
-.91971457,.39396404E-01
-2.7725014,1.9253898
-2.0823249,1.5253763
-2.0784707,-1.5228475
-.92039041,-.53886486E-01
-1.0390759,-.49017823
-1.4521253,1.0326537
-1.0804196,.56829753
-.94974873,-.24823457
-2.2997654,-1.6618224
-3.8778033,-2.4326384
-1.0994760,-.60089508
-1.9767938,1.4545482
-1.6255146,1.1887608
-.96442741,.30162518
-.98912122,-.37465366
-1.0677176,-.54548882
-1.2073589,.75950033
-1.0785124,-.56493163
-1.1736453,.71373207
-1.0665259,.54329980
-1.6537657,-1.2122930
-1.2387291,.79973812
-1.2100197,-.76299557
-.92241811,.83421493E-01
-.94274554,.21820637
-1.3663272,.94592671
-2.1644988,1.5783284
-.92685158,-.12580180
-1.1748792,.71545879
-2.4247309,1.7353918
-1.5102478,1.0874827
-1.0651041,-.54067655
-2.1949112,1.5974809
-.92685210,-.12580596
-.92178507,.75452516E-01
-.93515872,-.18011210
-2.2069485,-1.6049984
-.92593810,.11831795
-2.1303600,-1.5565484
-2.5838377,-1.8247735
-2.0472503,1.5022062
-1.1911095,.73779538
-1.1169458,-.62929688
-1.4156061,.99666203
-.92450270,.10549089
-2.7152738,1.8954342
-8.4326574,3.8765239
-1.3954595,-.97623865
-1.0769056,-.56208024
-.97901570,-.34663284
-2.0972705,1.5351429
-.92424216,-.10299148
-4.7867123,2.7812852
-1.7402773,-1.2816699
-1.0955751,.59436793
-1.1316004,-.65216848
-.92912783,.14275359
-3.5077285,2.2754296
-1.0435434,.49920913
-.94357981,-.22199675
-1.2093941,-.76217521
-.91961863,-.36880682E-01
-.96178144,.29272140
-1.5530977,1.1261964
-1.4711522,1.0509174
-1.3032208,-.87667814
-1.1025251,-.60594810
-1.3989036,.97976027
-.97398704,.33180869
-.92026582,.51522525E-01
-1.2167528,.77176979
-1.0138505,.43568785
-1.7388028,-1.2805189
-.91894119,-.23057333E-02
-.96932272,.31744036
-1.0709530,-.55138814
-.99814632,-.39801454
-3.2019917,-2.1368449
-1.1382904,.66234717
-1.3646628,.94416550
-1.3249881,.90116542
-1.0916334,.58769871
-1.0916334,.58769871
-1.7530175,-1.2915719
-2.5356990,1.7981993
-2.1551642,-1.5724030
-1.1249728,.64192558
-1.2995505,-.87248154
-1.0188594,.44703668
-1.0662430,-.54277889
-.98219852,.35569647
-.96538632,.30478776
-.97518814,.33540901
-1.8766790,1.3840090
-.91926763,-.25655367E-01
-.91898729,-.98749876E-02
-1.1950931,.74317507
-2.0668794,1.5152167
-1.0100393,-.42685080
-1.0394914,.49102524
-1.8668791,-1.3769100
-1.9639645,1.4457012
-.98910223,-.37460297
-1.9004368,1.4010698
-.99111029,.37992568
-1.3394288,.91704986
-1.1257412,-.64312157
-1.7624396,-1.2988465
-1.0760325,-.56052470
-2.9639644,2.0223876
-.97046995,-.32103402
-2.4368124,-1.7423398
-1.0645226,-.53959996
-1.2731472,.84167526
-.93679222,.18896393
-1.3559693,.93491255
-1.2560311,-.82108772
-1.8383801,-1.3560543
-1.3930938,-.97381241
-1.8057628,-1.3317840
-1.0103659,-.42761528
-.91897847,.89375673E-02
-1.0992819,.60057201
-.98513857,.36386821
-1.3400568,.91773451
-1.5633506,1.1352639
-.92248360,-.84202934E-01
-1.0824016,.57177457
-.93468971,-.17748902
-1.0558418,-.52326527
-.93202851,-.16180223
-.91978907,.41244183E-01
-.91978907,.41244183E-01
-.95766528,.27830469
-2.9850156,-2.0327701
-.95189125,-.25672053
-.91959443,-.36218647E-01
-1.6976760,1.2479884
-3.4303096,-2.2411475
-1.4605217,1.0407528
-2.1892435,-1.5939291
-.98164240,-.35412955
-2.0894021,-1.5300089
-1.0922954,.58882396
-1.1778897,.71965430
-.92114290,-.66398302E-01
-.92417601,.10234721
-.94801029,.24112965
-2.9238153,-2.0024369
-.92388419,-.99455055E-01
-.95853575,.28141505
-2.0685220,1.5163004
-.96945451,.31785523
-.92936926,.14443492
-1.1010711,.60354384
-.96324427,.29767680
-.99584690,.39219477
-1.0039521,-.41234344
-1.5656712,-1.1373062
-.92766866,-.13213725
-2.0251163,-1.4873989
-1.7002538,1.2500522
-1.0521779,-.51621574
-.94539028,.23000758
-1.2288941,-.78734438
-.93068187,-.15325365
-1.0181118,.44536117
-1.3057809,.87959351
-1.4251948,1.0062368
-1.6601086,-1.2175139
-1.0060167,-.41732034
-1.3457292,-.92389468
-.92446723,-.10515419
-1.6597538,-1.2172225
-.92780185,.13314138
-1.2058309,.75748576
-1.6398758,1.2007808
-1.2290314,.78751877
-1.2054624,.75699913
-2.0855922,1.5275167
-1.3275171,-.90396743
-1.0932673,-.59047237
-.95336278,.26238996
-.92118969,.67099355E-01
-1.3903476,.97098824
-1.4878790,-1.0667150
-1.5362666,-1.1111508
-.92079142,.60875116E-01
-1.4040672,-.98501640
-.92534855,-.11322556
-1.1228826,.63866126
-1.3508864,-.92945986
-1.1046958,-.60951993
-1.1341547,-.65607339
-1.0453731,-.50286090
-.95036153,-.25069102
-2.2929666,1.6577262
-1.9485772,1.4350182
-1.2167003,.77170168
-2.7137883,-1.8946503
-1.2137313,-.76784478
-.97678628,.34014039
-1.7823020,-1.3140498
-1.1235573,.63971674
-1.1716329,.71090693
-.95235276,.25851198
-1.1794114,.72176570
-.94191785,-.21437967
-.99626669,-.39326367
-1.3486126,-.92701031
-1.9407181,1.4295311
-.95950005,-.28482107
-1.1052822,-.61048118
-1.0272381,-.46540207
-1.0069636,.41958336
-1.4521236,1.0326520
-2.4199634,-1.7326424
-1.5234598,1.0995647
-6.5643135,3.3601711
-1.2161774,.77102384
-2.1322477,1.5577607
-2.5029773,1.7799094
-1.1949348,.74296204
-.96371511,.29925433
-1.0985710,-.59938707
-.91909900,.17914884E-01
-1.3053361,.87908762
-2.5494621,1.8058369
-2.1023298,-1.5384351
-.97719763,.34134762
-2.4199978,-1.7326623
-1.3710857,-.95094391
-.94857604,-.24346462
-1.0940414,-.59178181
-.94667802,.23553977
-1.1439211,.67079438
-3.1135953,2.0950689
-1.6351158,-1.1968101
-1.1750618,.71571399
-.93178052,-.16026221
-1.1551055,-.68726559
-.93705998,-.19037564
-.92647392,-.12276309
-1.1919341,.73891211
-.92315834,.91867387E-01
-1.4429626,1.0237423
-1.2722697,.84063214
-1.2254250,.78292586
-.93057784,-.15257333
-1.1958407,-.74418027
-1.6176820,1.1821535
-1.1327843,-.65398133
-1.3481100,.92646795
-.91928611,-.26365700E-01
-3.3123459,-2.1878791
-1.4961787,1.0744675
-.91966878,.38216306E-01
-1.0075435,-.42096320
-2.3131241,-1.6698417
-.98076824,.35165240
-1.1332749,.65473099
-.94007397,.20559881
-.92232786,-.82332540E-01
-1.8190477,1.3417221
-.91914094,-.20120113E-01
-1.4795234,-1.0588530
-1.4200773,1.0011381
-2.4443250,1.7466462
-.95622112,-.27306626
-1.3901213,.97075519
-.94214014,.21541403
-3.5196042,2.2806428
-2.3269941,1.6781273
-1.2106457,-.76381564
-1.2487873,-.81221771
-1.8401273,1.3573421
-1.1540393,-.68571241
-2.0509397,-1.5046602
-1.6822874,1.2355961
-.93281806,-.16661046
-1.4597933,1.0400527
-1.9924435,-1.4652679
-1.0757364,.55999624
-1.3224601,-.89835576
-.94110542,-.21055585
-2.3253348,1.6771382
-1.1049431,.60992551
-1.1295693,-.64904658
-.98891299,-.37409746
-1.6696241,1.2253045
-1.1952796,.74342598
-.92505034,.11056043
-1.5850721,1.1542387
-2.4223347,1.7340105
-.93964619,-.20350755
-.95671077,.27485354
-1.1471913,-.67565186
-2.2819560,-1.6510708
-4.9857279,2.8519430
-1.9903172,-1.4638160
-.95217424,-.25782050
-1.4011647,.98206537
-1.1732428,.71316802
-1.1834632,.72735784
-.92123540,.67777063E-01
-1.4296510,1.0106557
-3.2283122,-2.1491271
-.97615989,-.33829383
-1.1726157,.71228804
-1.0956978,-.59457419
-.91905043,.14959836E-01
-.93143045,-.15806277
-2.2841203,-1.6523812
-1.5437651,1.1178789
-.94005838,.20552298
-1.4827902,1.0619337
-.93198035,-.16150429
-.92306287,-.90822257E-01
-1.3625526,.94192790
-.93822686,-.19640941
-2.3571978,-1.6960302
-1.7722644,-1.3063888
-.91928588,-.26357022E-01
-2.8995378,-1.9902760
-.98000154,.34946534
-.92761222,-.13170941
-1.8787437,1.3855000
-1.1179287,-.63085685
-4.5767911,-2.7047560
-.97859799,.34542569
-1.0041213,.41275353
-.95170240,-.25598384
-2.4632665,-1.7574572
-1.0424492,.49701241
-1.2187571,-.77436243
-.94335545,.22098377
-3.3237153,2.1930694
-1.2762707,-.84537823
-.98370363,-.35990304
-1.3772332,-.95738674
-1.1748094,-.71536129
-.92141244,-.70340733E-01
-.93074185,-.15364449
-.93074185,-.15364449
-8.1077623,3.7917869
-1.1676783,.70532224
-1.3636121,-.94305202
-1.3397950,-.91744919
-.91895674,.60340535E-02
-1.2946220,.86681423
-1.0292168,-.46963438
-1.2867950,.85773712
-.98569181,.36538549
-1.7500137,-1.2892441
-1.1785254,.72053718
-.98462820,-.36246287
-1.1625828,-.69806050
-.95964427,.28532697
-1.8761028,-1.3835926
-.92806330,-.13509085
-.93810393,-.19578251
-1.1525376,.68351894
-1.6056571,-1.1719374
-1.0757669,.56005060
-1.1066574,-.61272980
-1.1353274,.65785845
-1.2105571,.76369962
-3.8058270,-2.4028685
-.93463627,.17718768
-.92370757,.97663034E-01
-.95426366,-.26580114
-1.0750641,-.55879439
-1.2096369,.76249372
-1.0165715,.44188904
-1.0167566,.44230778
-1.2331964,-.79278979
-2.3120960,-1.6692258
-1.7539340,1.2922813
-1.1749868,-.71560920
-.92367385,-.97317192E-01
-.92542006,-.11385543
-1.2780069,-.84742943
-1.1232774,-.63927912
-.94423810,-.22494250
-.97405945,.33202685
-1.4662936,1.0462839
-1.1749352,-.71553710
-1.1736100,.71368267
-1.0456828,.50347652
-2.8960154,1.9885054
-.93503418,.17941931
-1.6907370,1.2424158
-1.4056393,-.98661111
-.94157918,-.21279399
-1.2509510,-.81487730
-1.2347521,-.79474974
-1.6230720,-1.1867042
-1.5820123,-1.1515848
-2.7374808,-1.9071142
-3.4094804,2.2318342
-.94407195,.22420266
-.92089850,.62609326E-01
-2.5917490,1.8291038
-1.3984918,.97933990
-1.0265373,.46389397
-.94138559,-.21188229
-.92964404,.14632501
-.99945896,-.40129897
-1.1839332,.72800367
-1.4218397,-1.0028970
-1.2931376,.86510006
-1.0208522,.45147234
-1.6841804,1.2371272
-.95702051,-.27597817
-.91898982,-.10128123E-01
-2.1863277,1.5920987
-.94043956,-.20736935
-1.5281064,-1.1037825
-1.0644639,.53949127
-1.3465143,.92474406
-2.9194836,2.0002725
-4.6091247,2.7166841
-1.9445248,-1.4321915
-1.0480425,-.50814168
-.94459838,.22653852
-2.9890801,-2.0347686
-.94565147,.23114035
-.96572477,.30589619
-1.7295566,-1.2732777
-1.1388064,.66312567
-1.4326513,1.0136201
-1.9850584,-1.4602191
-4.5194546,-2.6834739
-1.6533585,1.2119570
-3.8297041,-2.4127849
-2.3708038,-1.7040336
-.95441627,.26637468
-1.4037172,-.98466102
-.93684070,.18922034
-1.0620252,-.53495168
-1.3629849,-.94238672
-.92084546,.61756425E-01
-.96317644,-.29744885
-1.0724643,.55412229
-.92042167,-.54463547E-01
-.91938609,-.29918600E-01
-.93828425,-.19670137
-1.1788463,-.72098234
-.96901028,-.31645457
-1.0201810,-.44998327
-1.0371902,-.48631609
-1.9294349,1.4216162
-1.4973316,-1.0755399
-2.0115029,-1.4782181
-1.0302902,.47191464
-1.2545354,-.81926417
-1.5311872,-1.1065701
-1.3386313,.91617991
-1.0001796,-.40309076
-.94150728,-.21245587
-1.9940204,1.4663436
-1.7933236,1.3224107
-1.1071090,-.61346626
-.93378831,-.17233560
-1.6851979,-1.2379494
-.92916957,-.14304572
-3.9548990,-2.4641268
-2.3784501,-1.7085149
-.94964875,-.24783145
